Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
warren-moon-signed-hof-06-inscription-purple-pro-edition-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/moon-vikings-hof06-purple-autographed-football-jersey-close-up.jpg?v=1756763488,2,"",,,,,,,,,,,,,,,
warren-moon-signed-hof-06-inscription-purple-pro-edition-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/moon-vikings-hof06-purple-autographed-football-jersey-front.jpg?v=1756763488,3,"",,,,,,,,,,,,,,,
warren-moon-signed-hof-06-inscription-blue-pro-edition-jersey-jsa,Warren Moon Signed HOF 06 Inscription Blue Pro-Edition Jersey (JSA),"<ul>
 <li>A professional-style XL stitched football jersey autographed by Warren Moon with HOF 06 inscription and authenticated by JSA</li>
 <li>Includes a<em> Witnessed Protection Program </em>Certificate of Authenticity from JSA</li>
 <li>Orders are generally shipped the same day if placed before 3pm and delivery only takes 3 to 5 days</li>
 <li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
 </ul>",RSA,,Autographed Football Jerseys,"100+, 3X FBJ, Categorized, FB, inhouse, jersey, Jerseys, MYS_HOF, MYS_Professional, NFL, RSA, RSA-products, Sold-Out, Warehouse, X",true,Title,Default Title,,,,,,,,RSA-01505,907.003303052,shopify,16,deny,manual,59.00,89.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/moon-seahawks-hof06-blue-autographed-football-jersey-back.jpg?v=1756763489,1,"",false,,,,,,,,lb,,40.00,true,,,active
warren-moon-signed-hof-06-inscription-blue-pro-edition-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/moon-seahawks-hof06-blue-autographed-football-jersey-close-up.jpg?v=1756763489,2,"",,,,,,,,,,,,,,,
warren-moon-signed-hof-06-inscription-blue-pro-edition-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/moon-seahawks-hof06-blue-autographed-football-jersey-front.jpg?v=1756763489,3,"",,,,,,,,,,,,,,,
warren-moon-signed-chof-06-inscription-green-pro-edition-jersey-jsa,Warren Moon Signed CHOF 06 Inscription Green Pro-Edition Jersey (JSA),"<ul>
 <li>A professional-style XL stitched football jersey autographed by Warren Moon with HOF 06 inscription and authenticated by JSA</li>
 <li>Includes a<em> Witnessed Protection Program </em>Certificate of Authenticity from JSA</li>
 <li>Orders are generally shipped the same day if placed before 3pm and delivery only takes 3 to 5 days</li>
 <li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
 </ul>",RSA,,Autographed Football Jerseys,"BFCM24, Categorized, FB, In-Stock, inhouse, jersey, Jerseys, MYS_HOF, MYS_Professional, NFL, RSA-products, Season, V, Warehouse, year-end",true,Title,Default Title,,,,,,,,RSA-01504,907.003303052,shopify,3,deny,manual,59.00,89.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/moon-eskimos-hof06-green-autographed-football-jersey-back.jpg?v=1756763490,1,"",false,,,,,,,,lb,,40.00,true,,,active
warren-moon-signed-chof-06-inscription-green-pro-edition-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/moon-eskimos-hof06-green-autographed-football-jersey-close-up.jpg?v=1756763490,2,"",,,,,,,,,,,,,,,
warren-moon-signed-chof-06-inscription-green-pro-edition-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/moon-eskimos-hof06-green-autographed-football-jersey-front.jpg?v=1756763490,3,"",,,,,,,,,,,,,,,
warren-moon-autographed-pro-style-football-jersey-light-blue-hof-06-beckett,Warren Moon Autographed Houston Pro Style Football Jersey Light Blue HOF '06 (JSA),<p>Warren Moon Autographed Pro Style Football Jersey Light Blue(JSA)</p>,RSA,,Autographed Football Jerseys,"100+, 3X FBJ, BFCM24, Categorized, FB, In-Stock, inhouse, jersey, Jerseys, MYS_HOF, MYS_Professional, Popular, RSA, RSA-Mystery, RSA-products, V, Warehouse",true,Title,Default Title,,,,,,,,RSA-00834,907.18474,shopify,20,deny,manual,59.00,89.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/moon-blu-1.png?v=1756763490,1,"",false,,,,,,,,lb,,40.00,true,,,active
warren-moon-autographed-pro-style-football-jersey-light-blue-hof-06-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/moon-blu-2.png?v=1756763490,2,"",,,,,,,,,,,,,,,
warren-moon-autographed-pro-style-football-jersey-light-blue-hof-06-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/moon-blu-3.png?v=1756763490,3,"",,,,,,,,,,,,,,,
warren-moon-autographed-pro-style-football-jersey-light-blue-hof-06-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/chris_hogan_autographed_patriots_jersey_jsa_authentic_super_bowl_champion_li_wide_receiver_c_p1000005542923_b4ac95c9-3bff-4454-8c87-0fb884e07487.jpg?v=1756763491,4,"",,,,,,,,,,,,,,,
vinny-testaverde-signed-new-york-pro-green-football-jersey-beckett,Vinny Testaverde Signed New York Green Football Jersey (Beckett),"<ul>
<li>A professional style green custom replica football jersey autographed by Vinny Testaverde and authenticated by JSA</li>
<li>Includes a Certificate of Authenticity from JSA</li>
<li>Orders are generally shipped the same day if placed before 3pm and delivery only takes 3 to 5 days</li>
<li>
<strong>90-day Satisfaction Guarantee:</strong> if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"49BF, Categorized, FB, inhouse, jersey, Jerseys, Jets, MYS_Professional, RSA, RSA-products, Sold-Out, Warehouse, X",true,Title,Default Title,,,,,,,,RSA-02448,908.001206266,shopify,63,deny,manual,58.00,79.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/testaverde-jets-green-autographed-stitched-football-jersey-back.jpg?v=1730994234,1,"",false,,,,,,,,oz,,40.00,true,,,active
vinny-testaverde-signed-new-york-pro-green-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/testaverde-jets-green-autographed-stitched-football-jersey-signature.jpg?v=1730994235,2,"",,,,,,,,,,,,,,,
vinny-testaverde-signed-new-york-pro-green-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/testaverde-jets-green-autographed-stitched-football-jersey-front.jpg?v=1730994237,3,"",,,,,,,,,,,,,,,
vinny-testaverde-signed-college-edition-orange-football-jersey-jsa,Vinny Testaverde Signed College-Edition Orange Football Jersey (JSA),"<ul>
<li>A college-style XL stitched football jersey autographed by Vinny Testaverde and authenticated by JSA</li>
<li>Includes a<em> Witness Protection Program </em>Certificate of Authenticity from JSA</li>
<li>Orders are generally shipped the same day if placed before 3pm and delivery only takes 3 to 5 days</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"49BF, Categorized, College, FB, HD, inhouse, jersey, Jerseys, MYS_College, MYS_product, MYS_run2-2, RSA, RSA-Mystery, RSA-products, Sold-Out, Warehouse, X",true,Title,Default Title,,,,,,,,RSA-02002,907.18474,shopify,11,deny,manual,58.00,79.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/testaverdehurricanesorangeautographedstitchedfootballjerseyback.jpg?v=1730994211,1,"",false,,,,,,,,lb,,40.00,true,,,active
vinny-testaverde-signed-college-edition-orange-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/testaverdehurricanesorangeautographedstitchedfootballjerseysignature.jpg?v=1730994213,2,"",,,,,,,,,,,,,,,
vinny-testaverde-signed-college-edition-orange-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/testaverdehurricanesorangeautographedstitchedfootballjerseyfront.jpg?v=1730994215,3,"",,,,,,,,,,,,,,,
vinny-testaverde-signed-college-edition-green-football-jersey-jsa,Vinny Testaverde Signed College-Edition Green Football Jersey (JSA),"<ul>
<li>A college-style XL stitched football jersey autographed by Vinny Testaverde and authenticated by JSA</li>
<li>Includes a <em></em>Certificate of Authenticity from JSA</li>
<li>Orders are generally shipped the same day if placed before 3pm and delivery only takes 3 to 5 days</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"Categorized, FB, HD, inhouse, jersey, Jerseys, MYS_College, RSA-products, Sold-Out, Warehouse, X",true,Title,Default Title,,,,,,,,RSA-02003,453.59237,shopify,7,deny,manual,58.00,79.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/testaverdedolphinsgreenautographedstitchedfootballjerseyback.jpg?v=1730994203,1,"",false,,,,,,,,lb,,40.00,true,,,active
vinny-testaverde-signed-college-edition-green-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/testaverdedolphinsgreenautographedstitchedfootballjerseysignature.jpg?v=1730994205,2,"",,,,,,,,,,,,,,,
vinny-testaverde-signed-college-edition-green-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/testaverdedolphinsgreenautographedstitchedfootballjerseyfront.jpg?v=1730994208,3,"",,,,,,,,,,,,,,,
vince-papale-signed-philadelphia-white-football-jersey-jsa,Vince Papale Signed Philadelphia White Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by Vince Papale and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Custom football jersey autographed by Vince Papale and authenticated by JSA</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from JSA</li>
<li>
<strong>90-day Satisfaction Guarantee:</strong> if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"04-22-RSA, BFCM24, eagles, FB, GoogleClearance, inhouse, jersey, Jerseys, Season, V, year-end",true,Title,Default Title,,,,,,,,RSA-08886,907.1989147615625,shopify,4,deny,manual,40.00,54.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/papale-eagles-white-autographed-stitched-football-jersey-back.jpg?v=1756763491,1,"",false,,,,,,,,oz,,20.00,true,,,active
vince-papale-signed-philadelphia-white-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/papale-eagles-white-autographed-stitched-football-jersey-signature.jpg?v=1756763491,2,"",,,,,,,,,,,,,,,
vince-papale-signed-philadelphia-white-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/papale-eagles-white-autographed-stitched-football-jersey-front.jpg?v=1756763491,3,"",,,,,,,,,,,,,,,
vince-papale-signed-invincible-inscription-philadelphia-white-football-jersey-silver-ink-tristar,Vince Papale Signed Invincible inscription Philadelphia White Football Jersey Silver Ink (Tristar),"<ul>
<li>A professional style white custom replica football jersey autographed by Vince Papale and authenticated by Tristar</li>
<li>Includes a Certificate of Authenticity from Tristar</li>
<li>Orders are generally shipped the same day if placed before 3pm and delivery only takes 3 to 5 days</li>
<li>
<strong>90-day Satisfaction Guarantee:</strong> if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"03-14, BFCM24, eagles, FB, inhouse, jersey, Jerseys, New Arrival, Sold-Out, X",true,Title,Default Title,,,,,,,,RSA-06527,907.1989147615625,shopify,19,deny,manual,43.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/papale-jets-invincible-white-autographed-stitched-football-jersey-back_ffa95be3-d9e1-45d8-b206-ee73b38fb13a.jpg?v=1756763492,1,"",false,,,,,,,,oz,,22.00,true,,,active
vince-papale-signed-invincible-inscription-philadelphia-white-football-jersey-silver-ink-tristar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/papale-jets-invincible-white-autographed-stitched-football-jersey-signature_4e5a899e-a89d-47ae-8f5a-59a1e2f28a75.jpg?v=1756763492,2,"",,,,,,,,,,,,,,,
vince-papale-signed-invincible-inscription-philadelphia-white-football-jersey-silver-ink-tristar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/papale-jets-invincible-white-autographed-stitched-football-jersey-front_f4f87bda-463b-467b-970d-cf5ab28ffe66.jpg?v=1756763492,3,"",,,,,,,,,,,,,,,
tyreek-hill-signed-miami-white-football-jersey-beckett,Tyreek Hill Signed Miami White Football Jersey (Beckett),"<ul>
<li>A professional style white custom replica football jersey autographed by Tyreek Hill and authenticated by Beckett</li>
<li>Includes a Certificate of Authenticity from Beckett</li>
<li>Orders are generally shipped the same day if placed before 3pm and delivery only takes 3 to 5 days</li>
<li>
<strong>90-day Satisfaction Guarantee:</strong> if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"02-06, Best-Seller, BFCM24, current, dolphins, FB, In-Stock, inhouse, jersey, Jerseys, New Arrival, RSA-products, V",true,Title,Default Title,,,,,,,,RSA-06303,907.1989147615625,shopify,35,deny,manual,85.00,119.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/hill-dolphins-white-autographed-stitched-football-jersey-back.jpg?v=1756763493,1,"",false,,,,,,,,oz,,60.00,true,,,active
tyreek-hill-signed-miami-white-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/hill-dolphins-white-autographed-stitched-football-jersey-signature.jpg?v=1756763493,2,"",,,,,,,,,,,,,,,
tyreek-hill-signed-miami-white-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/hill-dolphins-white-autographed-stitched-football-jersey-front.jpg?v=1756763493,3,"",,,,,,,,,,,,,,,
tyreek-hill-signed-miami-teal-football-jersey-beckett,Tyreek Hill Signed Miami Teal Football Jersey (Beckett),"<ul>
<li>A professional style teal custom replica football jersey autographed by Tyreek Hill and authenticated by Beckett</li>
<li>Includes a Certificate of Authenticity from Beckett</li>
<li>Orders are generally shipped the same day if placed before 3pm and delivery only takes 3 to 5 days</li>
<li>
<strong>90-day Satisfaction Guarantee:</strong> if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"08-03, 3X FBJ, Best-Seller, BFCM24, current, Current Star, dolphins, FB, In-Stock, inhouse, jersey, Jerseys, New Arrival, RSA-products, Season, V, Warehouse, year-end",true,Title,Default Title,,,,,,,,RSA-05593,907.18474,shopify,79,deny,manual,85.00,119.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/hill-dolphins-teal-autographed-full-size-flash-speed-football-helmet-angle.jpg?v=1756763494,1,"",false,,,,,,,,oz,,60.00,true,,,active
tyreek-hill-signed-miami-teal-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/hill-dolphins-teal-autographed-full-size-flash-speed-football-helmet-side.jpg?v=1756763494,2,"",,,,,,,,,,,,,,,
tyreek-hill-signed-miami-teal-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/hill-dolphins-teal-autographed-full-size-flash-speed-football-helmet-signature.jpg?v=1756763494,3,"",,,,,,,,,,,,,,,
tyreek-hill-signed-miami-orange-football-jersey-beckett,Tyreek Hill Signed Miami Orange Football Jersey (Beckett),"<ul>
<li>A professional style orange custom replica football jersey autographed by Tyreek Hill and authenticated by Beckett</li>
  <li>Includes a Certificate of Authenticity from Beckett</li>
<li>Orders are generally shipped the same day if placed before 3pm and delivery only takes 3 to 5 days</li>
<li>
<strong>90-day Satisfaction Guarantee:</strong> if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"09-29-RSA, 3X FBJ, Best-Seller, BFCM24, current, Current Star, dolphins, eBay Live, FB, In-Stock, inhouse, jersey, Jerseys, New Arrival, RSA-products, Season, V, Warehouse, year-end",true,Title,Default Title,,,,,,,,RSA-05737,907.1989147615625,shopify,78,deny,manual,85.00,119.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/hill-dolphins-orange-autographed-full-size-flash-speed-football-helmet-angle.jpg?v=1756763495,1,"",false,,,,,,,,oz,,60.00,true,,,active
tyreek-hill-signed-miami-orange-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/hill-dolphins-orange-autographed-full-size-flash-speed-football-helmet-side.jpg?v=1756763495,2,"",,,,,,,,,,,,,,,
tyreek-hill-signed-miami-orange-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/hill-dolphins-orange-autographed-full-size-flash-speed-football-helmet-signature.jpg?v=1756763495,3,"",,,,,,,,,,,,,,,
tyreek-hill-autographed-football-jersey-white-jsa,Tyreek Hill Signed Kansas City White Football Jersey  (JSA),"<ul>
<li>A professional style white custom replica football jersey autographed by Tyreek Hill and authenticated by JSA</li>
<li>Includes a Certificate of Authenticity from <meta charset=""utf-8"">JSA</li>

<li>
<strong>90-day Satisfaction Guarantee:</strong> if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"Categorized, chiefs, current, FB, inhouse, jersey, Jerseys, MYS_product, MYS_Professional, MYS_run6-1, NFL, RSA, RSA-products, Sold-Out, Warehouse, X",false,Title,Default Title,,,,,,,,RSA-00025,454.000603133,shopify,87,deny,manual,50.00,69.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/hill-chiefs-white-autographed-stitched-football-jersey-back.jpg?v=1761174090,1,"",false,,,,,,,,lb,,55.00,true,,,active
tyreek-hill-autographed-football-jersey-white-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/hill-chiefs-white-autographed-stitched-football-jersey-signature.jpg?v=1761174092,2,"",,,,,,,,,,,,,,,
tyreek-hill-autographed-football-jersey-white-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/hill-chiefs-white-autographed-stitched-football-jersey-front.jpg?v=1761174093,3,"",,,,,,,,,,,,,,,
tyler-biadasz-signed-dallas-white-football-jersey-beckett,Tyler Biadasz Signed Dallas White Football Jersey (Beckett),"<p>This custom stitched football jersey has been personally hand signed by Tyler Biadasz and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Tyler Biadasz and authenticated by Beckett</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from Beckett</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"BFCM24, cowboys, FB, GoogleClearance, inhouse, jersey, Jerseys, New Arrival, Season, V, year-end",true,Title,Default Title,,,,,,,,RSA-09820,907.1989147615625,shopify,29,deny,manual,30.00,39.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/biadasz-cowboys-white-autographed-stitched-football-jersey-back.jpg?v=1756763495,1,"",false,,,,,,,,oz,,25.00,true,,,active
tyler-biadasz-signed-dallas-white-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/biadasz-cowboys-white-autographed-stitched-football-jersey-signature.jpg?v=1756763495,2,"",,,,,,,,,,,,,,,
tyler-biadasz-signed-dallas-white-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/biadasz-cowboys-white-autographed-stitched-football-jersey-front.jpg?v=1756763495,3,"",,,,,,,,,,,,,,,
tyler-biadasz-signed-dallas-thanksgiving-football-jersey-beckett,Tyler Biadasz Signed Dallas Thanksgiving Football Jersey (Beckett),"<p>This custom stitched football jersey has been personally hand signed by Tyler Biadasz and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Custom football jersey autographed by Tyler Biadasz and authenticated by Beckett</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from Beckett</li>
<li>
<strong>90-day Satisfaction Guarantee:</strong> if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"06-07-RSA, BFCM24, cowboys, FB, inhouse, jersey, Jerseys, Season, V",true,Title,Default Title,,,,,,,,RSA-09282,907.1989147615625,shopify,14,deny,manual,30.00,39.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/biadasz-cowboys-thanksgiving-autographed-stitched-football-jersey-back.jpg?v=1756763496,1,"",false,,,,,,,,oz,,25.00,true,,,active
tyler-biadasz-signed-dallas-thanksgiving-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/biadasz-cowboys-thanksgiving-autographed-stitched-football-jersey-signature.jpg?v=1756763496,2,"",,,,,,,,,,,,,,,
tyler-biadasz-signed-dallas-thanksgiving-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/biadasz-cowboys-thanksgiving-autographed-stitched-football-jersey-front.jpg?v=1756763496,3,"",,,,,,,,,,,,,,,
tyler-biadasz-signed-dallas-navy-football-jersey-beckett,Tyler Biadasz Signed Dallas Navy Football Jersey (Beckett),"<p>This custom stitched football jersey has been personally hand signed by Tyler Biadasz and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Custom football jersey autographed by Tyler Biadasz and authenticated by Beckett</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from Beckett</li>
<li>
<strong>90-day Satisfaction Guarantee:</strong> if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"BFCM24, cowboys, FB, inhouse, jersey, Jerseys, New Arrival, Season, V",true,Title,Default Title,,,,,,,,RSA-09664,907.1989147615625,shopify,6,deny,manual,30.00,39.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/biadasz-cowboys-blue-autographed-stitched-football-jersey-back_364aaf52-a390-4825-840c-17df6caa8c53.jpg?v=1756763497,1,"",false,,,,,,,,oz,,25.00,true,,,active
tyler-biadasz-signed-dallas-navy-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/biadasz-cowboys-blue-autographed-stitched-football-jersey-front.jpg?v=1756763497,2,"",,,,,,,,,,,,,,,
tyler-biadasz-signed-dallas-navy-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/biadasz-cowboys-blue-autographed-stitched-football-jersey-signature.jpg?v=1756763497,3,"",,,,,,,,,,,,,,,
troy-smith-signed-06-heisman-inscription-ohio-state-college-white-football-jersey-jsa,Troy Smith Signed 06 Heisman Inscription Ohio State College White Football Jersey (JSA),"<ul>
<li>A collegiate style white custom replica football jersey autographed by Troy Smith with 06 Heisman inscription and authenticated by JSA</li>
<li>Includes a Certificate of Authenticity from JSA</li>
<li>Orders are generally shipped the same day if placed before 3pm and delivery only takes 3 to 5 days</li>
<li>
<strong>90-day Satisfaction Guarantee:</strong> if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"Categorized, FB, In-Stock, inhouse, jersey, Jerseys, MYS_College, RSA, RSA-products, V, Warehouse",true,Title,Default Title,,,,,,,,RSA-03530,907.1989147615625,shopify,3,deny,manual,55.00,69.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/smith-buckeyes-06-heisman-white-autographed-stitched-football-jersey-back.jpg?v=1756763498,1,"",false,,,,,,,,oz,,35.00,true,,,active
troy-smith-signed-06-heisman-inscription-ohio-state-college-white-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/smith-buckeyes-06-heisman-white-autographed-stitched-football-jersey-signature.jpg?v=1756763498,2,"",,,,,,,,,,,,,,,
troy-smith-signed-06-heisman-inscription-ohio-state-college-white-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/smith-buckeyes-06-heisman-white-autographed-stitched-football-jersey-front.jpg?v=1756763498,3,"",,,,,,,,,,,,,,,
